Mã sinh viên,Ngày,Tên,Danh Mục,Số Tiền,Ghi Chú
B24DCCC058,2024-05-30,Phạm Tiến Đạt,Ăn uống,67894,Thanh toán dịch vụ
B24DCCC058,2024-11-14,Phạm Tiến Đạt,Mua sắm,335616,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-09-29,Phạm Tiến Đạt,Di chuyển,481329,Chi phí cần thiết trong tháng
B24DCCC058,2024-11-23,Phạm Tiến Đạt,Học tập,427009,Chi phí cần thiết trong tháng
B24DCCC058,2024-12-16,Phạm Tiến Đạt,Y tế,408154,Thanh toán dịch vụ
B24DCCC058,2024-08-05,Phạm Tiến Đạt,Di chuyển,124226,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-20,Phạm Tiến Đạt,Mua sắm,392916,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-25,Phạm Tiến Đạt,Khác,306958,Thanh toán dịch vụ
B24DCCC058,2024-05-08,Phạm Tiến Đạt,Di chuyển,289786,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-09,Phạm Tiến Đạt,Giải trí,117271,Thanh toán dịch vụ
B24DCCC058,2024-08-11,Phạm Tiến Đạt,Giải trí,336698,Thanh toán dịch vụ
B24DCCC058,2024-07-29,Phạm Tiến Đạt,Học tập,111405,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-10-23,Phạm Tiến Đạt,Y tế,278163,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-05-28,Phạm Tiến Đạt,Ăn uống,233670,Chi phí cần thiết trong tháng
B24DCCC058,2024-10-18,Phạm Tiến Đạt,Mua sắm,268372,Khoản chi đột xuất
B24DCCC058,2024-08-28,Phạm Tiến Đạt,Giải trí,42985,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-10,Phạm Tiến Đạt,Khác,418701,Thanh toán dịch vụ
B24DCCC058,2024-04-15,Phạm Tiến Đạt,Di chuyển,432119,Khoản chi đột xuất
B24DCCC058,2024-10-13,Phạm Tiến Đạt,Ăn uống,360771,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-10,Phạm Tiến Đạt,Khác,481188,Thanh toán dịch vụ
B24DCCC058,2024-02-19,Phạm Tiến Đạt,Giải trí,95679,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-22,Phạm Tiến Đạt,Học tập,477866,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-01-11,Phạm Tiến Đạt,Y tế,468366,Thanh toán dịch vụ
B24DCCC058,2024-11-03,Phạm Tiến Đạt,Học tập,443690,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-02-28,Phạm Tiến Đạt,Y tế,211689,Chi phí cần thiết trong tháng
B24DCCC058,2024-08-23,Phạm Tiến Đạt,Ăn uống,161020,Chi phí cần thiết trong tháng
B24DCCC058,2024-12-25,Phạm Tiến Đạt,Học tập,118631,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-20,Phạm Tiến Đạt,Ăn uống,317762,Khoản chi đột xuất
B24DCCC058,2024-09-26,Phạm Tiến Đạt,Ăn uống,140211,Thanh toán dịch vụ
B24DCCC058,2024-06-14,Phạm Tiến Đạt,Mua sắm,132417,Thanh toán dịch vụ
B24DCCC058,2024-01-31,Phạm Tiến Đạt,Ăn uống,357305,Chi phí cần thiết trong tháng
B24DCCC058,2024-01-25,Phạm Tiến Đạt,Y tế,270958,Thanh toán dịch vụ
B24DCCC058,2024-08-10,Phạm Tiến Đạt,Y tế,355727,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-03,Phạm Tiến Đạt,Khác,414880,Thanh toán dịch vụ
B24DCCC058,2024-03-19,Phạm Tiến Đạt,Mua sắm,469593,Thanh toán dịch vụ
B24DCCC058,2024-04-25,Phạm Tiến Đạt,Học tập,367411,Thanh toán dịch vụ
B24DCCC058,2024-10-05,Phạm Tiến Đạt,Mua sắm,335679,Chi phí cần thiết trong tháng
B24DCCC058,2024-07-07,Phạm Tiến Đạt,Giải trí,391741,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-28,Phạm Tiến Đạt,Học tập,35376,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-05-28,Phạm Tiến Đạt,Học tập,261724,Thanh toán dịch vụ
B24DCCC058,2024-03-02,Phạm Tiến Đạt,Mua sắm,290552,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-04,Phạm Tiến Đạt,Học tập,93887,Chi phí cần thiết trong tháng
B24DCCC058,2024-11-12,Phạm Tiến Đạt,Ăn uống,283143,Thanh toán dịch vụ
B24DCCC058,2024-05-21,Phạm Tiến Đạt,Ăn uống,346978,Chi phí cần thiết trong tháng
B24DCCC058,2024-07-05,Phạm Tiến Đạt,Mua sắm,251934,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-14,Phạm Tiến Đạt,Mua sắm,96492,Chi phí cần thiết trong tháng
B24DCCC058,2024-08-13,Phạm Tiến Đạt,Học tập,56312,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-10-12,Phạm Tiến Đạt,Học tập,471432,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-25,Phạm Tiến Đạt,Ăn uống,20410,Khoản chi đột xuất
B24DCCC058,2024-11-16,Phạm Tiến Đạt,Di chuyển,155594,Chi phí cần thiết trong tháng
B24DCCC058,2024-07-09,Phạm Tiến Đạt,Di chuyển,146351,Chi phí cần thiết trong tháng
B24DCCC058,2024-01-15,Phạm Tiến Đạt,Khác,174067,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-25,Phạm Tiến Đạt,Giải trí,51839,Khoản chi đột xuất
B24DCCC058,2024-12-09,Phạm Tiến Đạt,Di chuyển,373326,Chi phí cần thiết trong tháng
B24DCCC058,2024-01-30,Phạm Tiến Đạt,Học tập,106126,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-30,Phạm Tiến Đạt,Mua sắm,312465,Thanh toán dịch vụ
B24DCCC058,2024-06-24,Phạm Tiến Đạt,Ăn uống,392954,Thanh toán dịch vụ
B24DCCC058,2024-12-24,Phạm Tiến Đạt,Ăn uống,175553,Khoản chi đột xuất
B24DCCC058,2024-11-03,Phạm Tiến Đạt,Học tập,420046,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-07-04,Phạm Tiến Đạt,Y tế,466599,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-07-04,Phạm Tiến Đạt,Khác,121956,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-09-12,Phạm Tiến Đạt,Giải trí,255714,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-17,Phạm Tiến Đạt,Y tế,427511,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-12,Phạm Tiến Đạt,Y tế,87883,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-04-06,Phạm Tiến Đạt,Di chuyển,65783,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-05-27,Phạm Tiến Đạt,Mua sắm,154010,Thanh toán dịch vụ
B24DCCC058,2024-08-23,Phạm Tiến Đạt,Di chuyển,171886,Thanh toán dịch vụ
B24DCCC058,2024-02-21,Phạm Tiến Đạt,Di chuyển,109884,Khoản chi đột xuất
B24DCCC058,2024-06-01,Phạm Tiến Đạt,Học tập,289120,Khoản chi đột xuất
B24DCCC058,2024-12-16,Phạm Tiến Đạt,Mua sắm,291689,Chi phí cần thiết trong tháng
B24DCCC058,2024-10-07,Phạm Tiến Đạt,Y tế,314204,Thanh toán dịch vụ
B24DCCC058,2024-11-09,Phạm Tiến Đạt,Học tập,335678,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-14,Phạm Tiến Đạt,Giải trí,481414,Khoản chi đột xuất
B24DCCC058,2024-01-30,Phạm Tiến Đạt,Học tập,276415,Khoản chi đột xuất
B24DCCC058,2024-12-26,Phạm Tiến Đạt,Học tập,76770,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-10-11,Phạm Tiến Đạt,Ăn uống,29439,Khoản chi đột xuất
B24DCCC058,2024-03-28,Phạm Tiến Đạt,Khác,149752,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-08-13,Phạm Tiến Đạt,Di chuyển,370338,Khoản chi đột xuất
B24DCCC058,2024-03-04,Phạm Tiến Đạt,Di chuyển,313115,Thanh toán dịch vụ
B24DCCC058,2024-12-15,Phạm Tiến Đạt,Học tập,32468,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-08-19,Phạm Tiến Đạt,Di chuyển,117042,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-09-24,Phạm Tiến Đạt,Khác,447833,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-12-29,Phạm Tiến Đạt,Khác,261310,Khoản chi đột xuất
B24DCCC058,2024-10-27,Phạm Tiến Đạt,Khác,421547,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-02-08,Phạm Tiến Đạt,Giải trí,210732,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-03-03,Phạm Tiến Đạt,Mua sắm,134427,Thanh toán dịch vụ
B24DCCC058,2024-11-13,Phạm Tiến Đạt,Di chuyển,54513,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-03,Phạm Tiến Đạt,Mua sắm,117799,Khoản chi đột xuất
B24DCCC058,2024-02-19,Phạm Tiến Đạt,Khác,270726,Chi phí cần thiết trong tháng
B24DCCC058,2024-11-16,Phạm Tiến Đạt,Y tế,361521,Khoản chi đột xuất
B24DCCC058,2024-08-10,Phạm Tiến Đạt,Giải trí,375892,Khoản chi đột xuất
B24DCCC058,2024-06-07,Phạm Tiến Đạt,Di chuyển,283277,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-21,Phạm Tiến Đạt,Giải trí,188005,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-12-15,Phạm Tiến Đạt,Giải trí,389400,Thanh toán dịch vụ
B24DCCC058,2024-05-05,Phạm Tiến Đạt,Mua sắm,230566,Thanh toán dịch vụ
B24DCCC058,2024-03-17,Phạm Tiến Đạt,Y tế,73600,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-03-21,Phạm Tiến Đạt,Di chuyển,385066,Khoản chi đột xuất
B24DCCC058,2024-01-08,Phạm Tiến Đạt,Khác,387965,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-11,Phạm Tiến Đạt,Ăn uống,404164,Chi phí cần thiết trong tháng
B24DCCC058,2024-10-28,Phạm Tiến Đạt,Di chuyển,401484,Khoản chi đột xuất
B24DCCC058,2024-10-16,Phạm Tiến Đạt,Khác,264702,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-15,Phạm Tiến Đạt,Ăn uống,183893,Thanh toán dịch vụ
B24DCCC058,2024-10-08,Phạm Tiến Đạt,Y tế,122354,Thanh toán dịch vụ
B24DCCC058,2024-12-29,Phạm Tiến Đạt,Ăn uống,284242,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-14,Phạm Tiến Đạt,Y tế,211658,Khoản chi đột xuất
B24DCCC058,2024-08-13,Phạm Tiến Đạt,Di chuyển,211784,Chi phí cần thiết trong tháng
B24DCCC058,2024-07-26,Phạm Tiến Đạt,Khác,342955,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-17,Phạm Tiến Đạt,Học tập,314061,Thanh toán dịch vụ
B24DCCC058,2024-03-09,Phạm Tiến Đạt,Y tế,381509,Khoản chi đột xuất
B24DCCC058,2024-04-30,Phạm Tiến Đạt,Ăn uống,43283,Thanh toán dịch vụ
B24DCCC058,2024-11-15,Phạm Tiến Đạt,Học tập,444161,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-05,Phạm Tiến Đạt,Giải trí,27132,Chi phí cần thiết trong tháng
B24DCCC058,2024-10-29,Phạm Tiến Đạt,Học tập,303558,Khoản chi đột xuất
B24DCCC058,2024-06-05,Phạm Tiến Đạt,Giải trí,64674,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-25,Phạm Tiến Đạt,Học tập,328235,Chi phí cần thiết trong tháng
B24DCCC058,2024-11-26,Phạm Tiến Đạt,Ăn uống,195313,Thanh toán dịch vụ
B24DCCC058,2024-09-07,Phạm Tiến Đạt,Di chuyển,188658,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-10-01,Phạm Tiến Đạt,Y tế,150817,Khoản chi đột xuất
B24DCCC058,2024-06-13,Phạm Tiến Đạt,Học tập,70500,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-06,Phạm Tiến Đạt,Giải trí,312328,Khoản chi đột xuất
B24DCCC058,2024-12-25,Phạm Tiến Đạt,Khác,270439,Thanh toán dịch vụ
B24DCCC058,2024-06-05,Phạm Tiến Đạt,Mua sắm,160352,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-07,Phạm Tiến Đạt,Giải trí,152003,Khoản chi đột xuất
B24DCCC058,2024-09-17,Phạm Tiến Đạt,Y tế,148249,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-04,Phạm Tiến Đạt,Y tế,112757,Chi phí cần thiết trong tháng
B24DCCC058,2024-08-25,Phạm Tiến Đạt,Ăn uống,23726,Khoản chi đột xuất
B24DCCC058,2024-04-05,Phạm Tiến Đạt,Giải trí,292005,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-02-19,Phạm Tiến Đạt,Khác,109139,Khoản chi đột xuất
B24DCCC058,2024-02-04,Phạm Tiến Đạt,Giải trí,207535,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-01-04,Phạm Tiến Đạt,Mua sắm,398356,Thanh toán dịch vụ
B24DCCC058,2024-05-19,Phạm Tiến Đạt,Mua sắm,437937,Chi phí cần thiết trong tháng
B24DCCC058,2024-12-23,Phạm Tiến Đạt,Di chuyển,214264,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-27,Phạm Tiến Đạt,Khác,152592,Chi phí cần thiết trong tháng
B24DCCC058,2024-01-28,Phạm Tiến Đạt,Y tế,429465,Khoản chi đột xuất
B24DCCC058,2024-07-15,Phạm Tiến Đạt,Ăn uống,389981,Thanh toán dịch vụ
B24DCCC058,2024-04-19,Phạm Tiến Đạt,Học tập,48907,Thanh toán dịch vụ
B24DCCC058,2024-11-14,Phạm Tiến Đạt,Y tế,132372,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-08-24,Phạm Tiến Đạt,Di chuyển,206719,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-01-13,Phạm Tiến Đạt,Y tế,405624,Thanh toán dịch vụ
B24DCCC058,2024-09-02,Phạm Tiến Đạt,Khác,52666,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-14,Phạm Tiến Đạt,Di chuyển,51589,Thanh toán dịch vụ
B24DCCC058,2024-06-13,Phạm Tiến Đạt,Học tập,310182,Thanh toán dịch vụ
B24DCCC058,2024-07-20,Phạm Tiến Đạt,Di chuyển,66233,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-07-23,Phạm Tiến Đạt,Ăn uống,267180,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-07,Phạm Tiến Đạt,Ăn uống,411718,Khoản chi đột xuất
B24DCCC058,2024-11-18,Phạm Tiến Đạt,Ăn uống,210543,Khoản chi đột xuất
B24DCCC058,2024-06-09,Phạm Tiến Đạt,Mua sắm,249756,Chi phí cần thiết trong tháng
B24DCCC058,2024-12-28,Phạm Tiến Đạt,Khác,226056,Thanh toán dịch vụ
B24DCCC058,2024-04-09,Phạm Tiến Đạt,Khác,255161,Thanh toán dịch vụ
B24DCCC058,2024-12-10,Phạm Tiến Đạt,Học tập,410717,Khoản chi đột xuất
B24DCCC058,2024-08-26,Phạm Tiến Đạt,Ăn uống,351872,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-04-28,Phạm Tiến Đạt,Khác,88655,Khoản chi đột xuất
B24DCCC058,2024-06-03,Phạm Tiến Đạt,Học tập,202732,Thanh toán dịch vụ
B24DCCC058,2024-08-04,Phạm Tiến Đạt,Mua sắm,417315,Khoản chi đột xuất
B24DCCC058,2024-08-27,Phạm Tiến Đạt,Học tập,410814,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-02-19,Phạm Tiến Đạt,Y tế,111688,Chi phí cần thiết trong tháng
B24DCCC058,2024-04-27,Phạm Tiến Đạt,Giải trí,112539,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-18,Phạm Tiến Đạt,Khác,270819,Khoản chi đột xuất
B24DCCC058,2024-09-02,Phạm Tiến Đạt,Ăn uống,113160,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-05-20,Phạm Tiến Đạt,Y tế,171937,Khoản chi đột xuất
B24DCCC058,2024-09-07,Phạm Tiến Đạt,Ăn uống,378386,Thanh toán dịch vụ
B24DCCC058,2024-11-21,Phạm Tiến Đạt,Học tập,168957,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-13,Phạm Tiến Đạt,Khác,317285,Thanh toán dịch vụ
B24DCCC058,2024-03-29,Phạm Tiến Đạt,Mua sắm,271129,Chi phí cần thiết trong tháng
B24DCCC058,2024-11-12,Phạm Tiến Đạt,Khác,259109,Khoản chi đột xuất
B24DCCC058,2024-02-15,Phạm Tiến Đạt,Ăn uống,376728,Chi phí cần thiết trong tháng
B24DCCC058,2024-09-02,Phạm Tiến Đạt,Mua sắm,430385,Thanh toán dịch vụ
B24DCCC058,2024-12-03,Phạm Tiến Đạt,Khác,51671,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-03-24,Phạm Tiến Đạt,Y tế,300636,Khoản chi đột xuất
B24DCCC058,2024-06-10,Phạm Tiến Đạt,Khác,446276,Chi phí cần thiết trong tháng
B24DCCC058,2024-10-22,Phạm Tiến Đạt,Di chuyển,157692,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-05-16,Phạm Tiến Đạt,Học tập,323949,Khoản chi đột xuất
B24DCCC058,2024-09-16,Phạm Tiến Đạt,Mua sắm,126656,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-09,Phạm Tiến Đạt,Học tập,292191,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-11-11,Phạm Tiến Đạt,Giải trí,50425,Thanh toán dịch vụ
B24DCCC058,2024-12-13,Phạm Tiến Đạt,Y tế,96436,Khoản chi đột xuất
B24DCCC058,2024-01-20,Phạm Tiến Đạt,Ăn uống,351221,Chi phí cần thiết trong tháng
B24DCCC058,2024-01-01,Phạm Tiến Đạt,Mua sắm,297482,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-10,Phạm Tiến Đạt,Học tập,369452,Thanh toán dịch vụ
B24DCCC058,2024-06-30,Phạm Tiến Đạt,Ăn uống,353085,Thanh toán dịch vụ
B24DCCC058,2024-03-26,Phạm Tiến Đạt,Khác,143592,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-15,Phạm Tiến Đạt,Giải trí,451767,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-06,Phạm Tiến Đạt,Giải trí,416997,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-27,Phạm Tiến Đạt,Mua sắm,88235,Thanh toán dịch vụ
B24DCCC058,2024-07-20,Phạm Tiến Đạt,Y tế,284915,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-11,Phạm Tiến Đạt,Di chuyển,116658,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-09,Phạm Tiến Đạt,Di chuyển,230917,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-08-09,Phạm Tiến Đạt,Giải trí,388757,Khoản chi đột xuất
B24DCCC058,2024-05-02,Phạm Tiến Đạt,Giải trí,141066,Thanh toán dịch vụ
B24DCCC058,2024-10-02,Phạm Tiến Đạt,Ăn uống,93732,Thanh toán dịch vụ
B24DCCC058,2024-03-22,Phạm Tiến Đạt,Ăn uống,103494,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-13,Phạm Tiến Đạt,Di chuyển,274232,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-26,Phạm Tiến Đạt,Học tập,370100,Thanh toán dịch vụ
B24DCCC058,2024-07-14,Phạm Tiến Đạt,Y tế,428704,Khoản chi đột xuất
B24DCCC058,2024-09-23,Phạm Tiến Đạt,Ăn uống,286621,Chi phí cần thiết trong tháng
B24DCCC058,2024-04-01,Phạm Tiến Đạt,Khác,102988,Khoản chi đột xuất
B24DCCC058,2024-11-23,Phạm Tiến Đạt,Khác,141740,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-06-14,Phạm Tiến Đạt,Học tập,415073,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-04-26,Phạm Tiến Đạt,Học tập,31575,Chi phí cần thiết trong tháng
B24DCCC058,2024-07-06,Phạm Tiến Đạt,Di chuyển,444556,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-02-07,Phạm Tiến Đạt,Y tế,65173,Khoản chi đột xuất
B24DCCC058,2024-07-12,Phạm Tiến Đạt,Ăn uống,49465,Khoản chi đột xuất
B24DCCC058,2024-07-16,Phạm Tiến Đạt,Ăn uống,476873,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-13,Phạm Tiến Đạt,Di chuyển,358917,Khoản chi đột xuất
B24DCCC058,2024-10-30,Phạm Tiến Đạt,Học tập,148401,Khoản chi đột xuất
B24DCCC058,2024-09-09,Phạm Tiến Đạt,Học tập,352457,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-07-30,Phạm Tiến Đạt,Di chuyển,201822,Thanh toán dịch vụ
B24DCCC058,2024-01-09,Phạm Tiến Đạt,Khác,341902,Thanh toán dịch vụ
B24DCCC058,2024-10-17,Phạm Tiến Đạt,Học tập,300638,Chi phí cần thiết trong tháng
B24DCCC058,2024-05-06,Phạm Tiến Đạt,Giải trí,325015,Chi phí cần thiết trong tháng
B24DCCC058,2024-02-15,Phạm Tiến Đạt,Khác,496727,Khoản chi đột xuất
B24DCCC058,2024-07-08,Phạm Tiến Đạt,Khác,361831,Thanh toán dịch vụ
B24DCCC058,2024-05-24,Phạm Tiến Đạt,Khác,412869,Chi phí cần thiết trong tháng
B24DCCC058,2024-08-10,Phạm Tiến Đạt,Giải trí,318911,Khoản chi đột xuất
B24DCCC058,2024-07-08,Phạm Tiến Đạt,Khác,72420,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-18,Phạm Tiến Đạt,Ăn uống,109476,Phí dịch vụ hoặc tiện ích
B24DCCC058,2024-03-18,Phạm Tiến Đạt,Học tập,341097,Chi phí cần thiết trong tháng
B24DCCC058,2024-03-14,Phạm Tiến Đạt,Khác,411500,Khoản chi đột xuất
B24DCCC058,2024-12-09,Phạm Tiến Đạt,Giải trí,150462,Chi phí cần thiết trong tháng
B24DCCC058,2024-06-24,Phạm Tiến Đạt,Di chuyển,471032,Khoản chi đột xuất
B24DCCC058,2024-11-06,Phạm Tiến Đạt,Ăn uống,243920,Thanh toán dịch vụ
B24DCCC058,2024-10-09,Phạm Tiến Đạt,Mua sắm,118917,Khoản chi đột xuất
B24DCCC058,2024-12-05,Phạm Tiến Đạt,Di chuyển,317563,Khoản chi đột xuất
